"flex href","_1cnjm src","box-border","line-clamp-[--maxLines]","flex","box-border 2","inline-flex","relative","relative 2","relative 3","relative 4","text-caption"
"https://www.leboncoin.fr/ad/voitures/2782147946","","Pro","Peugeot 108 vti 72 ch active de 1 ère main / moteur a chaine / climatisation / feu led / garantie 6 mois","8 950 €","","202169000 kmEssenceManuelle","2021","69000 km","Essence","Manuelle","Brie-Comte-Robert 77170"
"https://www.leboncoin.fr/ad/voitures/2690509807","","Pro","Kia picanto 1.0 dpi 67 ch isg active / régulateur de vitesse / climatisation / aucun frais a prévoir / garantie 6 mois","","","202070000 kmEssenceManuelle","2020","70000 km","Essence","Manuelle","Brie-Comte-Robert 77170"
"https://www.leboncoin.fr/ad/voitures/2836664360","","Pro","TOYOTA Aygo II X-Play App 1.0 VVTi 12V 72 cv","","","202150500 kmEssenceManuelle","2021","50500 km","Essence","Manuelle","Bastia 20600"
"https://www.leboncoin.fr/ad/voitures/2836657220","","Pro","Citroen c1 ii 1.0 vti 72 s&s feel 5p","8 990 €","","202049000 kmEssenceManuelle","2020","49000 km","Essence","Manuelle","Versailles 78000"
"https://www.leboncoin.fr/ad/voitures/2835173679","","","FIAT 500 Sport, Super Etat, Garantie","8 990 €","Pack Sérénité","2020109750 kmEssenceManuelle","2020","109750 km","Essence","Manuelle","Douvrin 62138"
"https://www.leboncoin.fr/ad/voitures/2739671576","","Pro","Renault Twingo 1.0 SCe 65 ZEN - 21","","","202147870 kmEssenceManuelle","2021","47870 km","Essence","Manuelle","Freyming-Merlebach 57800"
"https://www.leboncoin.fr/ad/voitures/2834348648","","Pro","FIAT 500 II Pack Eco Star 1.2 69cv BVM","8 990 €","","202064990 kmEssenceManuelle","2020","64990 km","Essence","Manuelle","Ocquerre 77440"
"https://www.leboncoin.fr/ad/voitures/2795003423","","Pro","Twingo III (2020) - 1ère main - 58 200 km","","","202058200 kmEssenceManuelle","2020","58200 km","Essence","Manuelle","Le Landreau 44430"
"https://www.leboncoin.fr/ad/voitures/2833600908","","","Renault clio 5 société","8 990 €","Pack Sérénité","202083300 kmDieselManuelle","2020","83300 km","Diesel","Manuelle","Paris 75015 15e Arrondissement"
"https://www.leboncoin.fr/ad/voitures/2649400185","","","MITSUBISHI SPACE STAR Phase 2 1.2 i","8 990 €","Pack Sérénité","202145000 kmEssenceManuelle","2021","45000 km","Essence","Manuelle","Le Plessis-Belleville 60330"
"https://www.leboncoin.fr/ad/voitures/2630181764","","Pro","TWINGO III LIFE SCe 65 ch / 29000 kms","8 990 €","","202029000 kmEssenceManuelle","2020","29000 km","Essence","Manuelle","Marans 17230"
"https://www.leboncoin.fr/ad/voitures/2827877896","","","Toyota Aygo","8 990 €","Pack Sérénité","202035000 kmEssenceManuelle","2020","35000 km","Essence","Manuelle","Créteil 94000"
"https://www.leboncoin.fr/ad/voitures/2796712256","","Pro","Citroen C1 ii 1.0 vti 72 s&s Millenium 5p","","","202034900 kmEssenceManuelle","2020","34900 km","Essence","Manuelle","Les Angles 30133"
"https://www.leboncoin.fr/ad/voitures/2821033485","","Pro","Fiat 500C 1.0 70 ch Hybride BSG Dolcevita","8 990 €","","202187000 kmHybrideManuelle","2021","87000 km","Hybride","Manuelle","Nogent-le-Phaye 28630"
"https://www.leboncoin.fr/ad/voitures/2728887756","","Pro","RENAULT TWINGO III, 1.0 SCE 75cv ZEN, Start- and -Stop, 1ere Main, Climatisation, Bluetooth, TBEG, 36 000 km, Reprise Possible","8 990 €","","202036000 kmEssenceManuelle","2020","36000 km","Essence","Manuelle","Bourg-en-Bresse 01000"
"https://www.leboncoin.fr/ad/voitures/2820057428","","","Citroën C3 1.2 Essence 83 ch S&S Feel Nav Essence","8 990 €","Pack Sérénité","202050000 kmEssenceManuelle","2020","50000 km","Essence","Manuelle","Montpellier 34000"
"https://www.leboncoin.fr/ad/voitures/2731455321","","Pro","Renault Twingo III TCe 65ch Intens","","","202169000 kmEssenceManuelle","2021","69000 km","Essence","Manuelle","Toulouse 31400"
"https://www.leboncoin.fr/ad/voitures/2816732347","","","Citroën C3 1.2 Essence 83 ch S&S Feel Nav","8 990 €","Pack Sérénité","202050000 kmEssenceManuelle","2020","50000 km","Essence","Manuelle","Montpellier 34000"
"https://www.leboncoin.fr/ad/voitures/2794035312","","Pro","Twingo iii life 1.0l sce 65cv","8 990 €","","202024400 kmEssenceManuelle","2020","24400 km","Essence","Manuelle","Luisant 28600"
"https://www.leboncoin.fr/ad/voitures/2790931360","","Pro","Renault twingo III sce 65 pack zen/1ere main/11 000km/an 2021","8 990 €","","202111000 kmEssenceManuelle","2021","11000 km","Essence","Manuelle","Salon-de-Provence 13300"
"https://www.leboncoin.fr/ad/voitures/2786705881","","Pro","Ford fiesta 1l1 85ch cool and connect 1ere main","8 990 €","","2020139000 kmEssenceManuelle","2020","139000 km","Essence","Manuelle","Crest 26400"
"https://www.leboncoin.fr/ad/voitures/2767412923","","","Sandero 3, quasi neuve, avec gar-antie, TVA non récupérable","8 990 €","Pack Sérénité","202119000 kmEssenceManuelle","2021","19000 km","Essence","Manuelle","Toulouse 31000"
"https://www.leboncoin.fr/ad/voitures/2790014085","","Pro","Renault Twingo III Zen SCE 75","8 995 €","","202040890 kmEssenceManuelle","2020","40890 km","Essence","Manuelle","Verson 14790"
"https://www.leboncoin.fr/ad/voitures/2292943644","","","Clio air nave éthanol réversible société","","Pack Sérénité","202150500 kmEssenceManuelle","2021","50500 km","Essence","Manuelle","Pont-de-l'Isère 26600"
"https://www.leboncoin.fr/ad/voitures/2795116037","","","Renault twingo 3 phase 2","8 999 €","Pack Sérénité","202130000 kmEssenceManuelle","2021","30000 km","Essence","Manuelle","Villeneuve-le-Roi 94290"
"https://www.leboncoin.fr/ad/voitures/2709668405","","","Voiture Renault","","Pack Sérénité","202059000 kmEssenceManuelle","2020","59000 km","Essence","Manuelle","Vinay 38470"
"https://www.leboncoin.fr/ad/voitures/2836748723","","","Dacia Sandero","9 000 €","Pack Sérénité","202152165 kmEssenceManuelle","2021","52165 km","Essence","Manuelle","Tracy-le-Val 60170"
"https://www.leboncoin.fr/ad/voitures/2803820719","","","Jolie petite twingo ||| Sce 75- 20 zen","9 000 €","Pack Sérénité","202027700 kmEssenceManuelle","2020","27700 km","Essence","Manuelle","Plottes 71700"
"https://www.leboncoin.fr/ad/voitures/2836277658","https://img.leboncoin.fr/api/v1/lbcpb1/images/e5/ee/62/e5ee62f77fc489fffbee83e44286f4164b6053f3.jpg?rule=ad-image","","Mitsubishi Space star","9 000 €","Pack Sérénité","202157000 kmEssenceManuelle","2021","57000 km","Essence","Manuelle","Meurchin 62410"
"https://www.leboncoin.fr/ad/voitures/2835917701","https://img.leboncoin.fr/api/v1/lbcpb1/images/01/43/71/0143716db5ef7033b45ac0b79510415d87676b48.jpg?rule=ad-image","","Dacia sandero ii moteur neuf","9 000 €","Pack Sérénité","202043738 kmEssenceManuelle","2020","43738 km","Essence","Manuelle","Deux-Grosnes 69860"
"https://www.leboncoin.fr/ad/voitures/2789584513","","","C4 cactus","","Pack Sérénité","2020126000 kmEssenceManuelle","2020","126000 km","Essence","Manuelle","Rennes 35000"
"https://www.leboncoin.fr/ad/voitures/2833408352","","","Renault twingo","9 000 €","Pack Sérénité","202015400 kmEssenceManuelle","2020","15400 km","Essence","Manuelle","Mallemort 13370"
"https://www.leboncoin.fr/ad/voitures/2832038702","","","Twingo III de 2020","9 000 €","Pack Sérénité","202043500 kmEssenceManuelle","2020","43500 km","Essence","Manuelle","Poitiers 86000"
"https://www.leboncoin.fr/ad/voitures/2827037697","","","Fiat panda 10 000 km","9 000 €","Paiement sécurisé","202010000 kmEssenceManuelle","2020","10000 km","Essence","Manuelle","Solliès-Toucas 83210"
"https://www.leboncoin.fr/ad/voitures/2825807548","","","Opel Crossland X","9 000 €","Paiement sécurisé","202085000 kmEssenceManuelle","2020","85000 km","Essence","Manuelle","Abzac 33230"
"https://www.leboncoin.fr/ad/voitures/2824123634","","","Renault twingo","9 000 €","Pack Sérénité","202020450 kmEssenceManuelle","2020","20450 km","Essence","Manuelle","Lambersart 59130"
"https://www.leboncoin.fr/ad/voitures/2819648421","","","RENAULT ZOE phase 2 52kWh","9 000 €","Paiement sécurisé","202065000 kmElectriqueAutomatique","2020","65000 km","Electrique","Automatique","La Colombe 50800"
"https://www.leboncoin.fr/ad/voitures/2816589643","","","Twingo 30000 kms","9 000 €","Pack Sérénité","202030000 kmEssenceManuelle","2020","30000 km","Essence","Manuelle","Annecy 74000"
"https://www.leboncoin.fr/ad/voitures/2807002559","","","Renault Twingo III phase 2","9 000 €","Pack Sérénité","202141816 kmEssenceManuelle","2021","41816 km","Essence","Manuelle","Les Herbiers 85500 Ardelay"
"https://www.leboncoin.fr/ad/voitures/2804071015","","","Citroën C1 essence","9 000 €","Pack Sérénité","202021122 kmEssenceManuelle","2020","21122 km","Essence","Manuelle","Mézières-sur-Ponthouin 72290"
"https://www.leboncoin.fr/ad/voitures/2795427150","","","Renault twingo zen","9 000 €","Pack Sérénité","202039500 kmEssenceManuelle","2020","39500 km","Essence","Manuelle","Servon 77170"
"https://www.leboncoin.fr/ad/voitures/2774264133","","","HindayI10","9 000 €","Pack Sérénité","202044500 kmEssenceManuelle","2020","44500 km","Essence","Manuelle","Montbéliard 25200"
"https://www.leboncoin.fr/ad/voitures/2771569126","","","Volkswagen MOVE UP 2.0","9 000 €","Pack Sérénité","202020000 kmEssenceManuelle","2020","20000 km","Essence","Manuelle","Narbonne 11100"
"https://www.leboncoin.fr/ad/voitures/2770046391","","","Toyota Aygo X-SPORT","9 000 €","Pack Sérénité","202060000 kmEssenceManuelle","2020","60000 km","Essence","Manuelle","Villerupt 54190"
"https://www.leboncoin.fr/ad/voitures/2764503324","","","Citroen C1 Shine 5p","9 000 €","Pack Sérénité","202032500 kmEssenceManuelle","2020","32500 km","Essence","Manuelle","Stains 93240"
"https://www.leboncoin.fr/ad/voitures/2812068182","","","C3 version III , 83 ch ,premiere main","9 100 €","Pack Sérénité","202065000 kmEssenceManuelle","2020","65000 km","Essence","Manuelle","Remiremont 88200"
"https://www.leboncoin.fr/ad/voitures/2801493912","","","Dacia Sandero Stepway Tce 90","9 190 €","Pack Sérénité","202060567 kmEssenceManuelle","2020","60567 km","Essence","Manuelle","Avignon 84000"
"https://www.leboncoin.fr/ad/voitures/2836736489","","","Citroen C3 S&S 83 Shine","9 200 €","Pack Sérénité","202188000 kmEssenceManuelle","2021","88000 km","Essence","Manuelle","Saint-Jean-de-Bournay 38440"
"https://www.leboncoin.fr/ad/voitures/2824173025","","Pro","Citroën c1 vti 72 cv feel bvm5","9 200 €","","202159815 kmEssenceManuelle","2021","59815 km","Essence","Manuelle","Griesheim-sur-Souffel 67370"
"https://www.leboncoin.fr/ad/voitures/2829623956","","","Kia Picanto 9200","9 200 €","Pack Sérénité","202079000 kmEssenceManuelle","2020","79000 km","Essence","Manuelle","Ollioules 83190"
"https://www.leboncoin.fr/ad/voitures/2818544125","","","Peugeot 208","9 200 €","Pack Sérénité","202068000 kmEssenceManuelle","2020","68000 km","Essence","Manuelle","Tremblay-en-France 93290"
"https://www.leboncoin.fr/ad/voitures/2801036430","","","Megane 4","9 200 €","Pack Sérénité","2020164000 kmDieselAutomatique","2020","164000 km","Diesel","Automatique","Montreuil 93100"
"https://www.leboncoin.fr/ad/voitures/2683106572","","","C3 100 CV - 2020 - S&S Shine Edition","","Pack Sérénité","202098500 kmDieselManuelle","2020","98500 km","Diesel","Manuelle","Lunac 12270"
"https://www.leboncoin.fr/ad/voitures/2775974400","","","Peugeot 108 Style","9 200 €","Pack Sérénité","202040500 kmEssenceManuelle","2020","40500 km","Essence","Manuelle","Digne-les-Bains 04000"
"https://www.leboncoin.fr/ad/voitures/2774490763","","","Vente Twingo 3","9 200 €","Pack Sérénité","202023579 kmEssenceManuelle","2020","23579 km","Essence","Manuelle","Sainte-Marie-la-Mer 66470"
"https://www.leboncoin.fr/ad/voitures/2815011606","","","Citroën C1 VTI S&S Feel 5 portes","9 250 €","Pack Sérénité","202037500 kmEssenceManuelle","2020","37500 km","Essence","Manuelle","Laval 53000"
"https://www.leboncoin.fr/ad/voitures/2813264220","","","Ligier js 50 2021","9 250 €","Pack Sérénité","202130600 kmDieselAutomatique","2021","30600 km","Diesel","Automatique","Figari 20114"
"https://www.leboncoin.fr/ad/voitures/2781401105","","","Peugeot 108 1.0 vti 72 s&s 3cv allure 5p","9 250 €","Pack Sérénité","202031000 kmEssenceManuelle","2020","31000 km","Essence","Manuelle","Chennevières-sur-Marne 94430"
"https://www.leboncoin.fr/ad/voitures/2776966379","","","Dacia Sandero 3 /2021/ moteur a chaine de transmission/ emissions C02= 120g/km eligible a la prime a la conversion","9 250 €","Pack Sérénité","202149000 kmEssenceManuelle","2021","49000 km","Essence","Manuelle","Tarare 69170"
"https://www.leboncoin.fr/ad/voitures/2834770330","","","Toyota Aygo 2020","9 290 €","Pack Sérénité","202030000 kmEssenceManuelle","2020","30000 km","Essence","Manuelle","Bezons 95870"
"https://www.leboncoin.fr/ad/voitures/2746906326","","Pro","Twingo 3 sce 75 zen "" 58 500 km ""","9 300 €","","202058500 kmEssenceManuelle","2020","58500 km","Essence","Manuelle","L'Union 31240"
"https://www.leboncoin.fr/ad/voitures/2825402622","","","Vends Kia Picanto","9 300 €","Pack Sérénité","202035200 kmEssenceManuelle","2020","35200 km","Essence","Manuelle","Loriol-du-Comtat 84870"
"https://www.leboncoin.fr/ad/voitures/2783444004","","","Renault Twingo III Zen Sce 75","9 300 €","Pack Sérénité","202043202 kmEssenceManuelle","2020","43202 km","Essence","Manuelle","Plaisir 78370"
"https://www.leboncoin.fr/ad/voitures/2775358543","https://img.leboncoin.fr/api/v1/lbcpb1/images/ca/34/db/ca34dbae68e464662c75b375b2bf2e018b81ee08.jpg?rule=ad-image","","Twingo phase 3 de juin 2020 avec 38500km","9 300 €","Pack Sérénité","202038500 kmEssenceManuelle","2020","38500 km","Essence","Manuelle","Sathonay-Village 69580"
"https://www.leboncoin.fr/ad/voitures/2835371820","https://img.leboncoin.fr/api/v1/lbcpb1/images/52/74/5b/52745beeaca532fc2ad6703e168609278aaf031c.jpg?rule=ad-image","","Dacia Sandero City +","9 350 €","Pack Sérénité","202048000 kmEssenceManuelle","2020","48000 km","Essence","Manuelle","Doullens 80600"
"https://www.leboncoin.fr/ad/voitures/2823161517","","","CITROEN C1- ETAT SHOW-ROOM- 02/2021-2.570 KM CERTIFIES-5 PORTES- prête a immatriculer +32 475.73.44.84","9 350 €","Pack Sérénité","20212570 kmEssenceManuelle","2021","2570 km","Essence","Manuelle","Bavay 59570"
"https://www.leboncoin.fr/ad/voitures/2825621183","","","Dacia Sandero ECO-G 100 ESSENTIEL GPL","9 400 €","Pack Sérénité","202154000 kmEssenceManuelle","2021","54000 km","Essence","Manuelle","Chaumont 52000"
"https://www.leboncoin.fr/ad/voitures/2836074945","","Pro","Dacia sandero sce 75cv 05/2020 1ere main 42904km 9450","9 450 €","","202042904 kmEssenceManuelle","2020","42904 km","Essence","Manuelle","Serres-Castet 64121"
"https://www.leboncoin.fr/ad/voitures/2816478694","","Pro","PEUGEOT 108 1.0 i 68 STYLE 5 PORTES","","","202159800 kmEssenceManuelle","2021","59800 km","Essence","Manuelle","Les Sables-d'Olonne 85180"
"https://www.leboncoin.fr/ad/voitures/2803090327","","Pro","Dacia sandero 1.0 sce 65 ch essentiel de 2021 avec seulement 27.000km / carplay / garantie 6 mois","9 450 €","","202127000 kmEssenceManuelle","2021","27000 km","Essence","Manuelle","Brie-Comte-Robert 77170"
"https://www.leboncoin.fr/ad/voitures/2830264993","","","Peugeot 108 / 1.0 VTI 72 S&S Like 5P / 2020","9 475 €","Pack Sérénité","202039000 kmEssenceManuelle","2020","39000 km","Essence","Manuelle","La Mure 38350"
"https://www.leboncoin.fr/ad/voitures/2836095013","","Pro","Renault Twingo III 1.0 SCE 75 CH ZEN","9 490 €","","202042200 kmEssenceManuelle","2020","42200 km","Essence","Manuelle","La Chevrolière 44118"
"https://www.leboncoin.fr/ad/voitures/2812458985","","Pro","Peugeot 208 (2) 1.2 75cv clim like 5 portes 02/2021 22000km","","","202122000 kmEssenceManuelle","2021","22000 km","Essence","Manuelle","Meaux 77100"
"https://www.leboncoin.fr/ad/voitures/2778789742","","Pro","Renault Twingo 1.0 SCe 65 ch Zen 21","","","202134100 kmEssenceManuelle","2021","34100 km","Essence","Manuelle","Vesoul 70000"
"https://www.leboncoin.fr/ad/voitures/2710535347","","Pro","Citroën C3 Phase 2 Feel Pack Business 1.2 THP 110 Boite 6 VITESSES GPS ANDROID APPLE CAR PLAY AIRBUMP LED / 1ère Main +Suivi Citroën +Courroie de distribution remplacé /GARANTIE 12 MOIS CITROËN EUROPE","","","2021124700 kmEssenceAutomatique","2021","124700 km","Essence","Automatique","Vaulx-en-Velin 69120"
"https://www.leboncoin.fr/ad/voitures/2774029986","","Pro","Dacia Sandero Stepway 2021","9 490 €","","202167000 kmEssenceManuelle","2021","67000 km","Essence","Manuelle","Saint-Just-Saint-Rambert 42170"
"https://www.leboncoin.fr/ad/voitures/2790348041","","Pro","TWINGO III Life Sce 65 cv 1 ère Main","9 490 €","","20208820 kmEssenceManuelle","2020","8820 km","Essence","Manuelle","Arandon-Passins 38510"
"https://www.leboncoin.fr/ad/voitures/2775694964","","Pro","Renault twingo 3 phase 2 1.0i edition zen","9 490 €","","202033000 kmEssenceManuelle","2020","33000 km","Essence","Manuelle","Saint-Léger-de-Linières 49070 Saint-Jean-de-Linières"
"https://www.leboncoin.fr/ad/voitures/2698175880","","Pro","Renault twingo III tce 95 pack zen/27000km/1ere main/radar de recul","9 490 €","","202027000 kmEssenceManuelle","2020","27000 km","Essence","Manuelle","Salon-de-Provence 13300"
"https://www.leboncoin.fr/ad/voitures/2809212349","","","Peugeot 108 72 cv 5 portes critair 1","9 490 €","Pack Sérénité","202114900 kmEssenceManuelle","2021","14900 km","Essence","Manuelle","Suresnes 92150"
"https://www.leboncoin.fr/ad/voitures/2628586873","","Pro","Peugeot 208 (2) 1.2 puretech 82 signature 5p","","","202058300 kmEssenceManuelle","2020","58300 km","Essence","Manuelle","Domont 95330"
"https://www.leboncoin.fr/ad/voitures/2760105758","","Pro","Peugeot 108 VTI 72cv STYLE 5p","","","202018000 kmEssenceManuelle","2020","18000 km","Essence","Manuelle","Illiers-Combray 28120"
"https://www.leboncoin.fr/ad/voitures/2794637559","","Pro","Renault twingo III ph2 1.0 sce 65cv bvm5 / 1*main / 2021 / 29.000km / 7.900e ht 9.490e ttc garantie 6 mois","9 490 €","","202129000 kmEssenceManuelle","2021","29000 km","Essence","Manuelle","Beaune 21200"
"https://www.leboncoin.fr/ad/voitures/2775573896","","","Toyota AYGO 7.500Km","9 490 €","Pack Sérénité","20207500 kmEssenceManuelle","2020","7500 km","Essence","Manuelle","Paris 75016"
"https://www.leboncoin.fr/ad/voitures/2766075064","","Pro","Suzuki celerio 1.0 VVT Privilège","9 490 €","","202043620 kmEssenceManuelle","2020","43620 km","Essence","Manuelle","Charleville-Mézières 08000"
"https://www.leboncoin.fr/ad/voitures/2812503696","","Pro","Tres belle peugeot 108","9 500 €","","202163000 kmEssenceManuelle","2021","63000 km","Essence","Manuelle","Lyon 69008 8e Arrondissement"
"https://www.leboncoin.fr/ad/voitures/2836686828","","","Hyundai i20 garantie constructeur 2025","9 500 €","Pack Sérénité","202094500 kmEssenceManuelle","2020","94500 km","Essence","Manuelle","Saint-Pathus 77178"
"https://www.leboncoin.fr/ad/voitures/2807708946","","","DACIA Sandero TCe 90 SL Techroad (2020)","","Pack Sérénité","2020118000 kmEssenceManuelle","2020","118000 km","Essence","Manuelle","Saint-Jean-de-Braye 45800"
"https://www.leboncoin.fr/ad/voitures/2836007949","","","Renault twingo 3 essence","9 500 €","Pack Sérénité","202125000 kmEssenceManuelle","2021","25000 km","Essence","Manuelle","Lempdes 63370"
"https://www.leboncoin.fr/ad/voitures/2738611367","","","Fiat panda city life hybride","9 500 €","Pack Sérénité","202229000 kmEssenceManuelle","2022","29000 km","Essence","Manuelle","Vichy 03200"
"https://www.leboncoin.fr/ad/voitures/2746915330","","Pro","FIAT 500 HYBRIDE 1.0 70 BSG 47 000 km 05/2021","","","202147000 kmEssenceManuelle","2021","47000 km","Essence","Manuelle","Metz 57000 Magny"
"https://www.leboncoin.fr/ad/voitures/2814769391","","","Vehicule renault twingo","","Pack Sérénité","202046000 kmEssenceManuelle","2020","46000 km","Essence","Manuelle","Vaison-la-Romaine 84110"
"https://www.leboncoin.fr/ad/voitures/2830117871","","","Vend TWINGO année 2020","9 500 €","Pack Sérénité","202012000 kmEssenceManuelle","2020","12000 km","Essence","Manuelle","Saint-Chef 38890"
"https://www.leboncoin.fr/ad/voitures/2830945054","","","CITROEN C3 III phase 2 1.2 PURETECH 83CH FEEL BVM5","9 500 €","Paiement sécurisé","202151000 kmEssenceManuelle","2021","51000 km","Essence","Manuelle","Saint-Sulpice-la-Pointe 81370"
"https://www.leboncoin.fr/ad/voitures/2830757188","","","Fiat panda 1.2 69ch","9 500 €","Pack Sérénité","202018000 kmEssenceManuelle","2020","18000 km","Essence","Manuelle","Nice 06300"
"https://www.leboncoin.fr/ad/voitures/2829155611","","","Ford Fiesta V 1.0 EcoBoost 95ch Cool & Connect 5p","9 500 €","Pack Sérénité","202095500 kmEssenceManuelle","2020","95500 km","Essence","Manuelle","Ajaccio 20000"
"https://www.leboncoin.fr/ad/voitures/2822068493","","","Peugeot 108 - 5 portes - 2020","9 500 €","Pack Sérénité","202012000 kmEssenceManuelle","2020","12000 km","Essence","Manuelle","Ciboure 64500"
"https://www.leboncoin.fr/ad/voitures/2782493372","","","Citroën C3","","Pack Sérénité","202160000 kmEssenceManuelle","2021","60000 km","Essence","Manuelle","Terranjou 49380"
"https://www.leboncoin.fr/ad/voitures/2814807375","https://img.leboncoin.fr/api/v1/lbcpb1/images/bc/4e/5d/bc4e5d177908e752fec16711d98f1b3f33fe1549.jpg?rule=ad-image","","Véhicule Twingo III Zen","","Pack Sérénité","202045000 kmEssenceManuelle","2020","45000 km","Essence","Manuelle","Le Barcarès 66420"
"https://www.leboncoin.fr/ad/voitures/2811977664","https://img.leboncoin.fr/api/v1/lbcpb1/images/92/5c/0a/925c0aa4ae19520516d98d3a09403a8bbb63c6d4.jpg?rule=ad-image","","Mitsubishi Space Star","9 500 €","Pack Sérénité","202040200 kmEssenceManuelle","2020","40200 km","Essence","Manuelle","Athis-Mons 91200"
"https://www.leboncoin.fr/ad/voitures/2810174741","","","Citroën C3","9 500 €","Pack Sérénité","202097000 kmEssenceManuelle","2020","97000 km","Essence","Manuelle","Javerlhac-et-la-Chapelle-St-Robert 24300"
"https://www.leboncoin.fr/ad/voitures/2728765501","","Pro","Volkswagen UP Active Caméra de Recul","","","202143000 kmEssenceManuelle","2021","43000 km","Essence","Manuelle","Igny 91430"
"https://www.leboncoin.fr/ad/voitures/2805592095","","","Dacia 2022","9 500 €","Paiement sécurisé","20224500 kmGPLManuelle","2022","4500 km","GPL","Manuelle","Nizas 32130"
"https://www.leboncoin.fr/ad/voitures/2800804720","","","Dacia Sandero Stepway","9 500 €","Paiement sécurisé","202042000 kmEssenceManuelle","2020","42000 km","Essence","Manuelle","Erstein 67150"
"https://www.leboncoin.fr/ad/voitures/2799190678","","","Citroen C1 2020","9 500 €","Pack Sérénité","202045000 kmEssenceManuelle","2020","45000 km","Essence","Manuelle","Palavas-les-Flots 34250"
"https://www.leboncoin.fr/ad/voitures/2796793451","","","Peugeot 108 style","9 500 €","Pack Sérénité","202124500 kmEssenceManuelle","2021","24500 km","Essence","Manuelle","Compiègne 60200"
"https://www.leboncoin.fr/ad/voitures/2717302972","","","Peugeot 108","","Pack Sérénité","202154500 kmEssenceManuelle","2021","54500 km","Essence","Manuelle","La Bouëxière 35340"
"https://www.leboncoin.fr/ad/voitures/2786573255","","Pro","Voiture sans permis Microcar Mgo6 +","9 500 €","","202121000 kmDieselAutomatique","2021","21000 km","Diesel","Automatique","Angoulême 16000"
"https://www.leboncoin.fr/ad/voitures/2776431622","","","DACIA SANDERO SCe 75","9 500 €","Pack Sérénité","202025000 kmEssenceManuelle","2020","25000 km","Essence","Manuelle","Charny Orée de Puisaye 89120"
"https://www.leboncoin.fr/ad/voitures/2767422746","","","À Vendre 208","9 500 €","Pack Sérénité","2020132500 kmEssenceManuelle","2020","132500 km","Essence","Manuelle","Lyon 69008 8e Arrondissement"
"https://www.leboncoin.fr/ad/voitures/2810830363","","","Opel Corsa F édition 75cv","9 550 €","Pack Sérénité","202065500 kmEssenceManuelle","2020","65500 km","Essence","Manuelle","Saint-Vérand 69620"
"https://www.leboncoin.fr/ad/voitures/2836755931","","","Fiat 500 1.2 8V 69 Ch eco pack lounge","9 560 €","Pack Sérénité","2020103000 kmEssenceManuelle","2020","103000 km","Essence","Manuelle","Blaye 33390"
"https://www.leboncoin.fr/ad/voitures/2836407186","","Pro","Fiat 500 1.0 70 cv hybride dolcevita toit panoramique 04/2021","9 590 €","","202177550 kmHybrideManuelle","2021","77550 km","Hybride","Manuelle","Seclin 59113"
"https://www.leboncoin.fr/ad/voitures/2781896966","","Pro","Peugeot 308 Sw 1.2 S&S EAT8 Allure Business","","","2020127000 kmEssenceAutomatique","2020","127000 km","Essence","Automatique","Vienne 38200"
"https://www.leboncoin.fr/ad/voitures/2734398393","","Pro","Opel corsa vi 1.2 75 edition 5p","9 590 €","","202070000 kmEssenceManuelle","2020","70000 km","Essence","Manuelle","Houdan 78550"
"https://www.leboncoin.fr/ad/voitures/2805092199","","","Citroën C1 (2) VTi 72 S&S BVM Live","9 590 €","Pack Sérénité","202038100 kmEssenceManuelle","2020","38100 km","Essence","Manuelle","Marans 17230"
"https://www.leboncoin.fr/ad/voitures/2789643619","","","Clio 5","9 600 €","Pack Sérénité","202061450 kmEssenceManuelle","2020","61450 km","Essence","Manuelle","Montpellier 34000"
"https://www.leboncoin.fr/ad/voitures/2778662866","","Pro","Renault twingo iii 65 life","9 650 €","","202124950 kmEssenceManuelle","2021","24950 km","Essence","Manuelle","Villemur-sur-Tarn 31340"
"https://www.leboncoin.fr/ad/voitures/2833333171","","","Twingo","9 690 €","Pack Sérénité","202119875 kmEssenceManuelle","2021","19875 km","Essence","Manuelle","Issoire 63500"
"https://www.leboncoin.fr/ad/voitures/2831355775","","","Renault twingo sce 65 sl team rugby","9 690 €","Pack Sérénité","202029980 kmEssenceManuelle","2020","29980 km","Essence","Manuelle","Saint-Jacques-sur-Darnétal 76160"
"https://www.leboncoin.fr/ad/voitures/2784931117","","Pro","C3 III PHASE II PURETECH 83 S&S FEEL 03/2021 32000kms","9 690 €","","202132000 kmEssenceManuelle","2021","32000 km","Essence","Manuelle","Saint-Étienne 42230 Saint-Victor"
"https://www.leboncoin.fr/ad/voitures/2826278777","","","Hyundai i20","9 700 €","Pack Sérénité","202036100 kmEssenceManuelle","2020","36100 km","Essence","Manuelle","Saint-Sauveur-d'Émalleville 76110"
"https://www.leboncoin.fr/ad/voitures/2786131597","","","Twingo 95 cv Zen","9 700 €","Pack Sérénité","202041500 kmEssenceManuelle","2020","41500 km","Essence","Manuelle","Rouen 76000"
"https://www.leboncoin.fr/ad/voitures/2790883617","","","Citroën C3","9 750 €","Pack Sérénité","202080000 kmEssenceManuelle","2020","80000 km","Essence","Manuelle","Bar-le-Duc 55000"
"https://www.leboncoin.fr/ad/voitures/2835338690","","","Twingo 3","9 790 €","Pack Sérénité","202053000 kmEssenceManuelle","2020","53000 km","Essence","Manuelle","Beynes 78650"
